index,image,label
6002,163229,0
6006,163534,1
6281,472864,1
6365,475097,1
6388,52844,1
6430,53734,1
6445,53725,1
6457,53272,0
6461,53756,1
6594,372686,1
6612,373542,1
6649,373504,1
6659,372750,0
6703,372209,0
6711,373531,1
6774,768069,1
6803,766497,0
6816,767699,0
6830,766494,0
6831,768166,0
6868,767129,1
6873,767695,1
6884,767859,0
6919,768034,1
7141,642674,0
7209,641356,0
7242,643137,1
7266,642702,1
7300,86813,0
7323,89046,0
7331,89231,0
7342,89040,1
7351,88941,0
7354,88868,1
7386,89184,0
7394,89313,1
7452,88834,0
7454,89293,0
7461,89229,1
7497,86995,0
7532,212523,0
7578,212754,0
7590,212753,0
7595,212836,0
7600,210131,0
7633,210377,1
7653,209735,0
7671,211988,0
7706,212211,0
7726,212798,0
7757,732312,1
7779,731999,0
7847,54458,1
7850,53986,1
7870,54688,1
7874,54599,1
7881,54542,1
7898,54668,1
7909,54744,1
7931,54717,1
8021,303525,0
8034,303767,0
8044,304203,0
8132,414589,1
8236,822888,1
8238,822999,0
8448,43099,0
8454,42978,0
8462,43030,1
8463,43422,0
8468,42854,0
8473,43053,1
8517,43176,0
8534,42594,0
8553,43085,0
8556,42873,1
8559,42886,1
8602,43203,0
8603,42516,0
8652,42415,0
8746,43421,0
8756,931792,0
8767,930959,1
8776,931389,1
8836,748437,0
9068,617143,1
9129,480233,1
9137,479955,1
9161,478403,0
9163,480445,1
9206,491067,1
9219,491402,1
9244,491284,1
9281,491203,1
9303,27906,0
9320,27857,0
9345,27960,0
9381,27944,1
9418,27903,0
9437,831438,1
9443,830281,0
9452,831250,1
9463,831354,0
9492,784926,1
9521,785457,1
9560,785477,1
9573,784654,1
9969,758232,1
9988,758303,0
10091,757361,1
10094,757931,1
10105,757923,0
10116,757211,1
10198,698697,1
10223,698541,1
10256,698444,1
10357,698836,0
10526,179324,0
10561,179031,0
10620,178131,1
10628,176983,0
10641,177782,0
10654,179079,0
10778,763981,0
10946,575,0
10951,624,0
10998,521,1
11076,136944,1
11239,339608,1
11291,339580,1
11630,639915,1
11672,639441,1
11718,639504,0
11793,797980,0
11832,798136,1
11873,797718,1
11899,904157,0
11916,904061,1
11929,903619,0
11956,903948,1
12049,827028,1
12056,827464,1
12063,826621,0
12130,750759,1
12214,750782,0
12265,690397,1
12302,690273,1
12313,691108,1
12415,394503,0
12456,394412,1
12754,759174,1
12829,759711,1
12840,38206,0
12849,38453,0
12876,39138,0
12890,39107,1
12894,39218,0
12942,38743,0
12948,38236,0
12950,38245,0
12987,38282,0
12989,38894,0
12999,38946,0
13033,38325,0
13056,38661,0
13077,38974,0
13135,204691,1
13165,204146,0
13206,204246,1
13348,25653,1
13352,25976,1
13361,25827,0
13373,25881,1
13379,123447,0
13428,122976,0
13477,122315,0
13524,123412,0
13533,620831,1
13555,621051,1
13581,620881,1
13618,792513,1
13627,792087,1
13656,901890,1
13678,902381,1
13680,901279,1
13738,902119,1
13753,902419,1
13827,102506,0
14001,103919,0
14014,103000,0
14019,103702,1
14206,277454,0
14220,276518,0
14252,279350,0
14307,278334,0
14372,278990,0
14436,279121,0
14454,278169,0
14487,575544,1
14514,572936,1
14567,575197,1
14572,575469,1
14615,574705,0
14930,533993,0
15082,537132,0
15263,538091,1
15411,819765,1
15497,464822,1
15556,464666,0
15575,463495,0
15632,464821,0
15753,92161,1
15773,91884,1
16023,867694,1
16121,78879,1
16126,78421,0
16171,78564,1
16217,78900,0
16379,949379,0
16449,938812,0
16522,451648,0
16592,338604,1
16610,340101,1
16669,340496,1
16795,339683,1
16883,183242,0
16922,182326,0
16927,183158,1
17089,622239,0
17297,406054,1
17344,404586,0
17383,405786,1
17386,405867,1
17401,830209,1
17404,831071,0
17475,11849,1
17516,11889,1
17525,12004,1
17600,746071,1
17654,745918,1
17719,760879,1
17772,760876,0
17775,762639,1
17784,741376,1
17798,741083,1
17857,741474,1
17896,740452,1
17955,154609,0
17972,156419,0
18021,156011,1
18041,156465,1
18072,155264,1
18108,155061,0
18127,156528,1
18153,314493,1
18160,314758,1
18168,314969,1
18202,314628,1
18236,314448,1
18266,314613,1
18363,136752,1
18384,133230,1
18633,133748,1
18686,135987,1
18724,134147,1
18888,277650,0
18946,275197,1
18983,276549,1
19085,280366,1
19099,274592,1
19109,276970,1
19122,274611,1
19137,274790,1
19181,281265,1
19241,277680,1
19302,277249,1
19376,281896,1
19397,280521,1
19509,274777,0
19598,280419,0
19602,281716,1
19606,281626,1
19680,277676,1
19695,278122,1
19751,448781,1
19786,450814,1
19790,447759,1
19804,451595,1
19808,447960,1
19812,451567,1
19840,451028,1
19869,451534,1
19984,447711,1
19987,447682,1
19994,448217,1
20121,451829,1
20172,447616,1
20288,451138,1
20370,447860,1
20501,633315,1
20583,633442,1
20607,634462,1
20610,633779,1
20665,635085,1
20740,635846,1
21094,754453,1
21097,756647,0
21198,756339,1
21216,756752,0
21227,754914,1
21333,755561,1
21424,848911,1
21427,847093,1
21678,848340,1
21735,848481,1
21809,848839,1
22021,930044,1
22023,935696,1
22026,934137,1
22074,935003,1
22089,935676,1
22315,944618,1
22369,235269,0
22474,235030,0
22493,234965,0
22672,494967,1
22711,678608,0
22713,678399,0
22756,677790,0
22781,677557,1
22792,677597,1
22909,151023,1
22943,150565,0
22952,150384,1
22954,150837,0
22975,151038,1
22991,189038,1
23142,186794,0
23153,187488,0
23180,188022,0
23194,188573,1
23232,187039,1
23236,186994,1
23328,638306,1
23336,638820,1
23358,636450,1
23363,638039,0
23435,638916,1
23442,638987,1
23505,638980,0
23603,941565,1
23627,941120,0
23946,927959,1
23993,860720,1
24024,861325,1
24043,860453,1
24145,117024,0
24170,117987,0
24171,117880,1
24181,118150,1
24237,116185,1
24291,60570,0
24292,60390,1
24311,60657,0
24494,368944,0
24504,369706,0
24538,367789,0
24539,369044,0
24569,369838,1
24589,368179,0
24632,367804,1
24687,651130,0
24693,651645,0
24746,651404,1
24779,652041,0
24821,651374,0
24852,650740,0
24856,649895,0
24892,649922,1
24893,652070,1
24924,651711,1
25068,872548,1
25087,873648,1
25332,10213,1
25364,10243,1
25446,448160,0
25456,447226,0
25537,450472,0
25551,450770,1
25623,450867,0
25733,449548,1
25753,450585,0
25824,449223,0
25825,449123,0
25921,903471,1
25970,903792,1
26034,25062,0
26061,25463,0
26068,24878,1
26078,24749,1
26114,24822,1
26218,865454,0
26275,2217,0
26290,2142,0
26315,2027,0
26354,2206,1
26363,2137,1
26369,2216,1
26441,120762,0
26476,122208,0
26623,120841,1
26655,120407,0
26783,122143,0
26842,122076,0
26931,122012,0
26934,120350,0
26963,122209,0
26978,121104,0
26999,121483,0
27082,424903,1
27295,425892,0
27368,424688,1
27376,426788,1
27443,425706,1
27508,944579,1
27617,943888,1
27728,9155,0
27730,9070,0
27814,9039,0
27831,8948,1
27900,9228,0
27914,8969,0
28045,289153,0
28110,289252,0
28216,288905,0
28265,288409,0
28290,287434,0
28331,289390,1
28483,738236,1
28504,738482,1
28518,738221,0
28594,655031,0
28604,656809,0
28616,656863,0
28648,656013,0
28660,654980,0
28704,657022,0
28748,656853,0
28793,656887,0
28794,655623,0
28829,681685,0
28854,681962,1
28862,682075,1
28866,682172,1
28923,680742,1
29158,914871,1
29190,9911,1
29193,9982,1
29212,9914,1
29250,665428,1
29257,663991,0
29324,666419,1
29326,665416,1
29446,134588,1
29523,134644,1
29750,348622,0
29763,350065,0
29767,349217,1
29789,350892,0
29792,350464,0
29821,350853,0
29870,348584,1
29913,349018,0
29923,350932,0
30193,416436,0
30199,416910,0
30562,581166,0
30648,581076,1
30790,581733,1
30807,581699,1
30814,581257,0
30819,582176,1
30831,582529,1
30910,747735,0
30984,748040,0
31021,746946,0
31054,746461,1
31102,883228,1
31138,883474,1
31590,433896,1
31637,434374,1
31974,46418,0
31989,46652,1
31992,46523,0
32030,45831,0
32163,813391,1
32165,813272,1
32213,156857,0
32222,158843,0
32227,158905,0
32233,157048,0
32266,158928,0
32309,157934,0
32381,157665,0
32383,157450,0
32416,158426,1
32447,840084,1
32467,839080,0
32531,97921,0
32560,96797,1
32575,98016,1
32595,97428,1
32621,97309,1
32641,97041,1
32680,97961,0
32692,97858,0
32737,894030,1
32757,893255,1
32956,226750,0
33226,226565,0
33280,859380,0
33475,645968,0
33486,644329,1
33515,645362,1
33548,645424,0
33569,137622,0
33634,137820,1
33688,136288,1
33691,136765,1
33692,137457,0
33736,137813,1
33757,13903,1
33764,13873,1
33766,13794,1
33794,13529,0
33876,13776,0
33957,13761,0
33992,146608,1
33994,147278,0
34031,147621,0
34061,147023,0
34135,147277,0
34201,146018,0
34208,147604,1
34272,147553,1
34505,914321,1
34509,913813,1
34530,914128,1
34552,126711,0
34675,127346,1
34833,291978,1
34960,292091,1
35141,440617,0
35212,439589,0
35219,438565,0
35313,648622,1
35352,647403,0
35368,763803,1
35371,763228,0
35471,763072,0
35512,234563,0
35566,233804,0
35604,232047,0
35625,233831,1
35682,233050,1
35690,231586,1
35707,233333,0
35709,231983,1
35731,501709,1
35811,501654,0
35821,501378,0
35823,501010,1
35824,502462,1
35899,848267,0
35940,848197,0
35960,847326,1
35993,723573,1
36000,723160,0
36089,724427,1
36121,278080,1
36129,278234,0
36527,542224,1
36562,542388,1
36602,543173,0
36670,946872,1
36740,946284,1
36788,252479,0
36820,251772,0
36925,251931,1
36946,252336,1
36967,119399,1
36978,118691,1
37045,119575,0
37091,118675,1
37108,119336,1
37324,956738,1
37359,956439,0
37392,956585,1
37484,881476,1
37724,829758,1
37893,380883,0
37897,379293,0
37927,381251,0
37934,379860,0
38006,257179,0
38014,257949,0
38048,258158,1
38176,5139,1
38182,5192,1
38257,5156,1
38303,5270,0
38323,5044,0
38324,5133,0
38376,132862,1
38424,131965,0
38552,319970,0
38619,319619,0
38628,320009,0
38656,317626,0
38669,318915,0
38728,319585,0
38992,532853,0
39079,532982,1
39331,532925,0
39368,782483,0
39500,784397,0
39504,784015,0
39505,783704,0
39587,842141,1
39646,268055,1
39651,268283,0
39660,268063,1
39793,17951,1
39964,584493,1
39986,584387,1
40096,702892,1
40166,241780,0
40203,241890,1
40274,486506,1
40413,160548,0
40416,160153,1
40466,159229,1
40601,159858,1
40624,158865,1
40652,77015,0
40729,77117,0
40773,76577,1
40812,76081,1
40841,76743,1
40861,76775,1
40905,445022,1
40995,446733,0
41259,446637,1
41379,667083,1
41652,667210,0
41663,833335,0
41674,834203,1
41678,833791,1
41691,833146,1
41698,834157,0
42031,852595,1
42110,852283,1
42154,914832,1
42223,491917,1
42225,492050,1
42235,492106,1
42270,68133,1
42310,67555,0
42326,894599,0
42340,895743,1
42522,260171,1
42547,687491,1
42551,687500,1
42593,4816,0
42619,4961,0
42642,4967,1
42724,4887,0
42726,4819,1
42730,5016,1
42880,634178,0
42960,864950,1
42974,865178,0
43033,316392,0
43207,314785,1
43215,313742,0
43252,316872,0
43598,859581,0
43651,56562,0
43661,56553,0
43665,56749,0
43685,56702,1
43696,56608,1
43720,944397,1
43774,944829,1
43814,92534,0
43850,92644,0
43877,92377,1
43883,92399,0
43888,92450,1
43910,92303,0
43911,92678,1
43954,92691,1
43965,92700,0
44034,83911,1
44058,82980,0
44074,82795,0
44091,83496,1
44112,83677,0
44127,83208,1
44213,926730,1
44244,926915,1
44314,319310,1
44356,318553,0
44387,319894,1
44399,320047,1
44423,317851,1
44442,318308,0
44489,889578,1
44626,199874,0
44657,200031,0
44675,199891,0
44752,199240,0
44771,199895,0
45168,480112,1
45173,482477,1
45302,482131,1
45454,811455,0
45641,2732,1
45643,2756,1
45659,276116,1
45707,273957,0
45763,275940,0
46004,584615,0
46047,921062,1
46059,921567,1
46136,921347,1
46198,629950,1
46424,237446,0
46440,240427,1
46528,701518,1
46584,850360,1
46639,851761,1
46657,850953,1
46669,850733,1
46743,262925,0
46788,261743,0
46793,263552,1
46796,263323,0
46807,262344,0
46838,263285,0
46857,262335,0
46876,261257,0
46889,262393,0
46902,263284,1
46943,17552,0
46975,16801,0
47003,17123,0
47041,17108,0
47050,17550,1
47077,17386,0
47090,17340,1
47170,17198,1
47182,17126,0
47184,17083,0
47185,17469,0
47214,17122,0
47271,724185,0
47494,369233,0
47515,369829,1
47586,368794,1
47607,369304,1
47640,369803,1
47647,369848,0
47672,368253,0
47684,369658,0
47899,952690,1
47973,230111,1
47980,228978,1
48012,230310,1
48023,230324,0
48052,229906,1
48105,228943,0
48147,230364,0
48148,229673,1
48197,230231,1
48211,229842,1
48220,230233,1
48237,229729,0
48243,227575,0
48246,228910,1
48279,484695,1
48356,485851,0
48367,484048,0
48381,485051,1
48420,483951,0
48485,485229,1
48540,86309,1
48558,85623,1
48561,85938,1
48565,85894,1
48595,86099,1
48624,321493,1
48705,321328,1
48735,321684,0
48744,320965,1
48753,321957,0
48786,321873,1
48859,726525,1
48863,725129,0
48889,726134,0
48896,725888,0
48911,725321,0
48939,725844,1
49043,301463,0
49160,299026,1
49172,301688,0
49193,300936,0
49204,300752,0
49245,111078,0
49285,111062,0
49321,111690,0
49370,112201,0
49506,21699,1
49568,21885,1
49624,239394,0
49672,239165,0
49691,238932,1
49699,238172,0
49706,237779,1
49720,240074,0
49805,240065,0
49861,240073,0
49892,326123,0
49926,326198,1
49957,326395,1
49988,326495,1
50058,323365,0
50059,326410,0
50265,617249,1
50402,919016,0
50479,107893,1
50480,107747,1
50599,62115,0
50731,61873,0
50763,61172,0
50866,232749,1
50902,232677,1
50916,853882,1
50932,854011,1
50949,854730,1
51016,854466,1
51081,854237,1
51249,186513,0
51270,186169,0
51307,186848,0
51311,186876,1
51440,185368,0
51483,798708,1
51616,29578,1
51617,29599,1
51674,490497,1
51738,491515,0
51743,491303,1
51765,492534,0
51861,490287,1
51919,492038,0
51981,838105,1
52294,664838,0
52345,664407,0
52398,664941,0
52458,946032,0
52498,946044,1
52617,26098,1
52624,25590,1
52644,26008,0
52684,25801,1
52791,26213,1
52799,26105,0
52818,293900,1
52859,294952,0
53146,957023,1
53265,780987,1
53301,780924,0
53350,687920,0
53389,483855,1
53395,483264,1
53401,482907,0
53472,509485,1
53520,509521,1
53541,735,0
53558,729,0
53560,684,1
53572,775,0
53577,759,1
53584,738,1
53681,662679,1
53702,663802,0
53798,663932,1
53823,663927,1
53836,222048,1
53849,221999,0
53856,220732,0
53875,222140,0
53877,222080,0
53893,222091,1
53925,221672,0
53928,221840,0
53940,219683,0
53946,222032,1
53948,221667,0
53972,221396,1
54094,222081,0
54111,855644,1
54124,856026,1
54152,856186,0
54186,680475,1
54198,680324,0
54238,679454,1
54347,188537,0
54360,190214,0
54456,188910,0
54524,188770,0
54542,190064,0
54554,190113,0
54575,189307,0
54638,788730,0
54671,788701,0
54738,788273,0
54764,940071,1
54908,253958,1
54959,253499,1
54961,253139,1
55072,434512,1
55332,52122,1
55371,52835,1
55463,52353,1
55469,182640,0
55538,182307,0
55672,182149,0
55680,183009,0
55718,183701,0
55737,184037,0
55758,81112,0
55800,81507,0
55860,81069,1
55865,81132,1
55874,80655,1
55911,822946,1
55935,823096,1
55979,821930,0
55981,822572,1
55989,821927,0
55998,822203,0
56004,823082,0
56006,822270,0
56009,822940,1
56010,822898,1
56021,822982,0
56024,822980,0
56029,823050,1
56032,822655,0
56057,111547,1
56061,111473,1
56128,111481,1
56196,129270,1
56222,129362,1
56234,128336,1
56237,129214,1
56296,307903,1
56343,308256,1
56345,310287,1
56363,307824,1
56373,310290,1
56390,310071,1
56413,310518,1
56428,587828,1
56433,587355,1
56437,587251,1
56454,587311,1
56464,587648,1
56466,588036,1
56510,586235,1
56523,587381,1
56643,249516,1
56903,847913,1
56963,790419,1
57057,790544,0
57189,32801,0
57234,32783,1
57246,33107,0
57347,33078,0
57383,32993,1
57468,348416,0
57474,349239,1
57496,349210,1
57546,348596,1
57627,12935,0
57635,13079,0
57637,12808,0
57664,13076,0
57673,12886,1
57683,12773,0
57711,12889,0
57770,12813,0
57771,12871,0
57889,231360,1
57913,233039,1
57972,233239,1
58044,431633,0
58196,432081,1
58331,432264,1
58445,551256,1
58472,549757,1
58476,551180,1
58556,436828,1
58672,943160,0
58702,943500,1
58807,602219,1
58880,222903,0
58926,223267,1
58934,223436,0
58937,223730,1
58952,221537,1
59063,223947,1
59077,664705,1
59228,716755,1
59424,882428,0
59517,711011,1
59589,710472,0
59639,874863,1
59653,874793,1
59680,874286,0
59738,874875,1
59802,527228,1
59950,527372,1
59989,527304,0
60092,526962,1
60146,527157,0
60188,716616,1
60294,716338,1
60465,93210,1
60469,92937,1
60471,93303,1
60527,93444,1
60570,93567,0
60815,828288,1
60832,828049,1
60890,19724,0
60935,880487,1
60984,19580,0
61054,511442,1
61181,815819,0
61184,816692,1
61371,40537,0
61396,40947,0
61431,40960,1
61589,552836,1
61633,552977,1
61738,507911,1
61743,507407,1
61762,508146,1
61769,507241,1
61774,506633,1
61788,508098,1
61813,409370,0
61944,406603,1
61974,708981,0
62009,709505,1
62056,709883,1
62144,22680,1
62199,22700,1
62223,22284,1
62237,22273,1
62397,296628,1
62500,298974,0
62613,297112,0
62643,298429,0
62789,298548,1
63067,610325,1
63163,609982,1
63198,798702,1
63264,799361,0
63288,799027,1
63468,641695,1
63590,306279,0
63605,304513,0
63610,306489,1
63612,306226,1
63667,943180,1
63796,398447,0
63859,396596,0
63860,398442,0
63936,15710,1
63986,341886,1
64006,343122,0
64073,343236,1
64097,947140,1
64172,760905,0
64214,761581,0
64293,762606,0
64294,796188,0
64380,839926,0
64387,838560,0
64463,457704,0
64504,455989,1
64571,455015,0
64709,333449,0
64717,334299,0
64721,331849,0
64759,333872,1
64788,332450,1
64817,334569,0
64828,334545,1
64838,333373,1
64842,334236,1
64853,333663,1
64876,333037,1
64974,659340,1
65034,658877,0
65279,670969,1
65315,707126,1
65325,705837,1
65508,92885,0
65554,93248,0
65800,93564,0
65804,93531,0
65908,676107,1
65978,675401,1
66014,455488,1
66021,456845,0
66028,454679,1
66076,455126,1
66093,457706,0
66120,456320,1
66141,457219,0
66332,86335,1
66374,86317,1
66417,86497,0
66426,86442,1
66481,85518,0
66546,86533,0
66647,165099,0
66684,164238,1
66709,165125,1
66741,560317,1
66775,560326,1
66781,560531,1
66828,559050,1
66853,941514,1
66877,941810,1
66881,941726,1
66886,941476,1
66898,941737,1
67003,138916,1
67013,139319,0
67065,138684,1
67076,139201,1
67077,139315,0
67093,139336,1
67137,408484,0
67167,408224,1
67197,406551,1
67278,408425,0
67418,337511,0
67422,337660,0
67449,337995,0
67501,100207,1
67515,100591,0
67526,101400,1
67534,100686,1
67568,618614,1
67572,618333,1
67583,619165,1
67922,201772,0
67982,202348,1
67990,200794,0
68178,432784,1
68198,891072,1
68203,891086,1
68204,891016,1
68214,891014,1
68237,891042,1
68246,891082,1
68272,890968,1
68330,284603,1
68331,284785,1
68340,284578,1
68347,284730,1
68350,282766,0
68351,284583,1
68352,282241,1
68376,283112,1
68422,190016,1
68488,191197,1
68547,396056,1
68551,396072,1
68556,395777,1
68562,396078,1
68578,395889,1
68581,395837,1
68615,298732,0
68698,296915,1
68701,298535,1
68735,875088,1
68785,874957,1
68802,874864,0
68814,874759,1
68861,570175,1
68864,570462,1
68874,569873,1
68902,568519,1
68959,18750,0
68964,18310,0
68977,18857,0
69000,18526,1
69011,19064,1
69042,18676,1
69080,19211,0
69114,18898,1
69121,18441,0
69160,18447,1
69172,18575,1
69191,18577,0
69208,18298,0
69217,18514,0
69221,18803,1
69225,18513,0
69287,596881,1
69307,596178,1
69365,598086,1
69371,595365,1
69390,596790,1
69439,597150,0
69544,777717,0
69559,776660,1
69633,777912,1
69710,3035,0
69714,3114,1
69715,3006,1
69775,3148,0
69828,95557,0
69843,96065,0
69864,96556,1
69865,96572,1
69911,95650,1
69941,96599,1
70031,682932,1
70052,681964,1
70067,682895,0
70087,680979,0
70154,444826,0
70155,446431,1
70184,444880,0
70202,445797,1
70209,446393,1
70261,446328,1
70270,446620,0
70281,446065,1
70372,446718,1
70482,659442,1
70549,658484,1
70751,950528,1
70775,950222,1
70842,745825,0
70866,746047,1
70915,913677,1
70965,30623,0
71039,30710,1
71139,455363,0
71359,577365,0
71416,577258,1
71428,577039,1
71888,944059,1
72000,62595,1
72010,62080,0
72032,62728,0
72033,62371,1
72040,379847,1
72070,379858,1
72210,628451,1
72239,628312,1
72243,628100,1
72277,625979,1
72311,626829,0
72326,825761,1
72351,824827,1
72370,825618,1
72385,825707,1
72392,825622,1
72430,359316,0
72494,359334,1
72546,359270,1
72595,445644,0
72596,445420,1
72611,445777,1
72619,445363,1
72623,445682,1
72644,752091,1
72667,751752,1
72698,927651,0
72706,927553,1
72707,927718,1
72720,927663,0
72724,927745,0
72743,927725,1
72748,898084,0
72767,898217,1
72877,491860,1
72943,174625,1
72990,175052,1
73006,174299,1
73068,174751,0
73125,39802,1
73164,40081,1
73170,39133,1
73224,18921,1
73255,18386,1
73281,18973,0
73372,595948,1
73376,597974,1
73393,596187,0
73453,595368,1
73484,598271,0
73526,598256,0
73545,598187,1
73632,596072,0
74018,353994,1
74043,355215,1
74214,356909,1
74342,806738,1
74417,805999,1
74494,806535,1
74719,951848,0
74793,941578,1
74904,942244,1
75013,832243,1
75282,305636,0
75294,305485,1
75309,306896,0
75375,306952,0
75423,305751,0
75428,804084,0
75516,804852,1
75595,612435,0
75651,610670,0
75700,612371,0
75849,10053,1
75863,9926,0
75873,9855,0
75875,10050,0
75890,10073,0
75963,9877,0
76075,100504,0
76086,101868,0
76088,101863,0
76166,101487,0
76202,101275,0
76204,101602,0
76240,101520,1
76256,101038,0
76260,100388,0
76279,100436,0
76283,346575,1
76323,346891,1
76339,346091,1
76398,347430,0
76401,347449,1
76416,346011,0
76461,347548,0
76580,634194,1
76662,636741,1
76751,857294,1
76887,90452,1
77023,9538,1
77028,3294,0
77032,3315,0
77040,3362,1
77042,3330,0
77059,3320,0
77067,3409,1
77072,3336,1
77103,3382,0
77118,9345,1
77194,3437,0
77246,9482,1
77256,3439,0
77342,452572,1
77412,461559,1
77528,461349,1
77562,461986,1
77635,454646,1
77866,474896,1
77868,464342,1
77914,470338,1
77933,472635,1
77989,477202,1
78068,477483,1
78152,477021,1
78159,473586,1
78172,472856,1
78258,474856,1
78301,471338,0
78309,469377,1
78322,474162,1
78368,469081,0
78495,490456,1
78627,489201,1
78711,481889,0
78892,490905,1
79015,493752,1
79092,492112,0
79144,501554,1
79166,494756,1
79205,504752,1
79282,504792,1
79371,503876,1
79530,503282,1
79617,525036,1
79653,524724,1
79666,521574,1
79726,525101,0
79782,525022,1
79933,521055,1
80411,546230,1
80422,544412,1
80426,544418,1
80480,539477,1
80698,542228,1
80784,563960,1
80819,563604,1
80901,561371,1
80951,558286,1
81175,560636,1
81190,563969,1
81230,562786,1
81254,554334,1
81400,576480,1
81423,568248,1
81538,566418,1
81618,579694,0
81653,579927,1
81683,572800,0
81734,579073,1
81742,579827,1
81820,576167,1
81945,594001,1
81980,583708,0
82067,592990,1
82118,592830,1
82201,594084,1
82228,584617,1
82262,593452,1
82267,591228,1
82310,584492,1
82495,599842,0
82590,606150,1
82622,602492,1
82637,604176,1
82664,607428,1
82719,606486,1
82860,602778,1
82962,618212,1
82999,611583,1
83014,618584,1
83084,618547,1
83100,614886,1
83123,618334,1
83171,618238,1
83383,626327,1
83601,620980,0
83673,620358,1
83746,640852,1
83907,640812,0
83933,640398,1
83997,632908,0
84049,629530,1
84312,652572,1
84408,648777,1
84624,660013,1
84904,654068,0
85063,667361,1
85070,674143,1
85174,673079,1
85196,674135,1
85534,682279,0
85600,678138,0
85826,678848,1
85868,683985,1
86220,691354,1
86252,689649,1
86368,692445,1
86380,692795,1
86382,692264,0
86433,692802,1
86636,697300,1
86733,705384,1
86820,695356,1
86852,700132,1
86889,705349,1
86903,703122,1
86981,704105,1
87047,713154,1
87076,716539,1
87218,716952,1
87304,715678,1
87486,727012,1
87530,725533,1
87564,725305,1
87600,726741,1
87686,726858,1
87741,720814,1
87791,722983,1
87799,727008,1
87816,726966,1
87874,727188,0
87883,721842,1
87886,723771,1
87888,723889,1
87896,727160,1
87998,735344,1
88011,733940,1
88019,735163,1
88082,734268,1
88236,735130,1
88555,738999,1
88595,740999,1
88605,738603,1
88743,751981,1
88811,751170,1
88818,751613,1
88977,746252,1
89042,750369,1
89110,760902,1
89148,760475,1
89161,755523,1
89212,761396,1
89526,761488,1
89897,769100,1
90029,774574,1
90209,775165,0
90254,777781,1
90575,786907,1
90665,786890,1
90686,786610,1
90720,786793,1
90788,786499,0
90894,786655,0
91146,788943,1
91292,794449,1
91340,800871,1
91591,802265,1
91611,801329,1
91660,803488,1
91778,810910,1
91891,807940,1
91993,807589,0
92020,807400,1
92080,810970,0
92106,807945,1
92570,824868,1
92617,823334,1
92742,825011,1
92853,823876,0
92876,822848,1
92895,824865,1
93015,830687,1
93080,830650,1
93186,829677,0
93226,830678,1
93229,830273,1
93245,828897,1
93357,829969,1
93465,836758,1
93799,842946,1
93977,841748,1
93990,843005,1
94083,846612,1
94114,847195,1
94224,850739,1
94634,857506,1
94879,863780,1
94980,863889,1
95102,861576,1
95112,862004,1
95133,864389,1
95190,872000,1
95227,872152,1
95275,876036,1
95309,865775,0
95376,866032,1
95395,875926,1
95477,875583,1
95562,875340,1
95720,885718,1
95769,879353,0
95974,893881,1
96042,894516,1
96095,893380,1
96365,900963,1
96421,900497,1
96488,896739,1
96575,899800,1
97078,911909,1
97110,912171,1
97117,911986,0
97377,916508,1
97516,917320,0
97695,922341,1
97713,923189,1
97831,920638,0
97873,927114,1
97896,927190,0
97958,927209,1
97964,927108,1
97968,926425,1
98031,924222,0
98045,926144,1
98069,926441,1
98084,926226,1
98126,924050,1
98482,938478,1
98542,938183,1
98609,937339,1
98699,938601,1
98795,939642,1
