image,label
8597381500.jpg,0.677568807339
7579386834.jpg,0.565826271186
4289036535.jpg,0.332699115044
4265829347.jpg,0.756183035714
6968409021.jpg,0.566701680672
11522920033.jpg,0.573275862069
8652814108.jpg,0.409
4591422965.jpg,0.764391891892
6079223986.jpg,0.633644067797
6788897458.jpg,0.6953846153850001
8257779790.jpg,0.229533898305
9108357145.jpg,0.45594594594599996
8021456503.jpg,0.727542016807
10762659033.jpg,0.4225
3130211082.jpg,0.767697368421
8377051997.jpg,0.45049107142899997
4525459727.jpg,0.7659999999999999
8502191647.jpg,0.708551401869
8003457683.jpg,0.564763779528
3465087333.jpg,0.35849137931
2421141390.jpg,0.343716216216
11406584295.jpg,0.553310810811
7175697564.jpg,0.71125
8950318830.jpg,0.8037837837840001
11408443745.jpg,0.63475
7445811974.jpg,0.713676470588
8939389375.jpg,0.8033750000000001
4975773859.jpg,0.781964285714
7391355184.jpg,0.775064102564
7913897946.jpg,0.5998026315789999
5602472061.jpg,0.608310810811
356523006.jpg,0.643986486486
11209221046.jpg,0.5875
9482519952.jpg,0.575047169811
4086204414.jpg,0.27625
6040260022.jpg,0.383252427184
2960552821.jpg,0.239565217391
3206690420.jpg,0.566682242991
11270280904.jpg,0.317702702703
3892086124.jpg,0.612928082192
5309326426.jpg,0.710884955752
9000701354.jpg,0.7571261682239999
10089027076.jpg,0.230785714286
8988143845.jpg,0.639336283186
8904864157.jpg,0.6856569343069999
2927008302.jpg,0.5815540540540001
9200093125.jpg,0.62875
8570770544.jpg,0.5924784482759999
4273357838.jpg,0.6425
5265556048.jpg,0.704663865546
8171751224.jpg,0.681538461538
434127863.jpg,0.583080357143
6286044979.jpg,0.663060747664
5619807447.jpg,0.6472935779819999
6280923250.jpg,0.6977370689660001
5416465084.jpg,0.520590551181
8702518420.jpg,0.7695689655169999
6289164461.jpg,0.258223684211
10625988224.jpg,0.668443396226
4961486371.jpg,0.627351694915
6143020134.jpg,0.6852777777779999
8520990466.jpg,0.58092920354
2768178889.jpg,0.426880530973
9094228395.jpg,0.613053097345
8885623781.jpg,0.74125
5952945336.jpg,0.676991525424
8460376605.jpg,0.7878571428569999
6608146543.jpg,0.634861111111
3241749396.jpg,0.585943396226
5628885328.jpg,0.694092920354
5500570132.jpg,0.639855769231
8354529751.jpg,0.6953846153850001
4658471909.jpg,0.292432432432
2113239475.jpg,0.585328947368
8596361580.jpg,0.6640540540540001
5227449110.jpg,0.749726890756
6643932717.jpg,0.301351351351
5180032640.jpg,0.682
9062040259.jpg,0.592435897436
8596963541.jpg,0.42770270270300004
2631446955.jpg,0.79925
11087687983.jpg,0.760889830508
5685134916.jpg,0.636697247706
8599891034.jpg,0.627302631579
9687081006.jpg,0.664701834862
11201160185.jpg,0.623197115385
7974813040.jpg,0.744893617021
156451756.jpg,0.48073529411800003
2615955728.jpg,0.667828947368
6956011813.jpg,0.46034403669699997
3794461596.jpg,0.7104411764709999
8020768393.jpg,0.728191964286
10295875445.jpg,0.625630252101
8710431611.jpg,0.72925
5227846365.jpg,0.385919811321
9916890605.jpg,0.561285046729
5308397567.jpg,0.740389908257
8228733135.jpg,0.599181415929
11260270773.jpg,0.723513513514
7892635308.jpg,0.7045512820509999
5830228003.jpg,0.645555555556
11419816946.jpg,0.7614375
5176288733.jpg,0.7345
2753587179.jpg,0.616850961538
11301386435.jpg,0.7615126050419999
42490373.jpg,0.629461206897
10819132874.jpg,0.757798165138
7470832570.jpg,0.637
4243875190.jpg,0.691949541284
10693826785.jpg,0.532757009346
4162338388.jpg,0.6653738317760001
8123324192.jpg,0.641995412844
4710464067.jpg,0.7339189189190001
10723077086.jpg,0.718529411765
5565514955.jpg,0.45958715596300004
3452963187.jpg,0.253040540541
8507554609.jpg,0.624086956522
5384624254.jpg,0.675593220339
2688019250.jpg,0.528571428571
4504355317.jpg,0.7856542056070001
10737029565.jpg,0.630172413793
5590179803.jpg,0.57475
51433626.jpg,0.40818181818200006
8137649050.jpg,0.691673728814
8228841274.jpg,0.6184375
5856115357.jpg,0.521351351351
6224584485.jpg,0.360046728972
9419183210.jpg,0.69936440678
2231043641.jpg,0.57625
6343807770.jpg,0.6650990099009999
5437634548.jpg,0.5793243243239999
10264984793.jpg,0.6609999999999999
82183009.jpg,0.36131250000000004
8617920561.jpg,0.61247706422
3108798537.jpg,0.563279816514
8637618858.jpg,0.7320714285709999
6979435146.jpg,0.811637168142
7331542456.jpg,0.645691964286
3100238639.jpg,0.555376106195
5602195949.jpg,0.715833333333
7113461019.jpg,0.5150763358780001
5185255513.jpg,0.728125
8427827661.jpg,0.544827586207
5880272825.jpg,0.7574784482760001
2928622708.jpg,0.5562068965520001
6957057987.jpg,0.599836448598
5670774641.jpg,0.669243119266
272411695.jpg,0.152627118644
3669066809.jpg,0.40031512605
8027425918.jpg,0.7509999999999999
10068778516.jpg,0.718782608696
8405979865.jpg,0.52124015748
5977893194.jpg,0.596907894737
2980838635.jpg,0.653648648649
5568534829.jpg,0.583080357143
3809644203.jpg,0.608514150943
3983499964.jpg,0.6715420560750001
5347293716.jpg,0.635183486239
8398239689.jpg,0.564137168142
8179397976.jpg,0.710093457944
215794898.jpg,0.527878151261
2280668053.jpg,0.480907079646
5459372516.jpg,0.6841796875
6030228496.jpg,0.797094594595
7005727843.jpg,0.681049107143
4867994945.jpg,0.21025641025599998
6845434524.jpg,0.741041666667
3711772310.jpg,0.38979729729699997
1807195948.jpg,0.34
5288290650.jpg,0.740818584071
5933359823.jpg,0.533947368421
5513962677.jpg,0.67
8523298395.jpg,0.667620192308
5690945868.jpg,0.749630434783
3697493807.jpg,0.8229094827590001
3976452832.jpg,0.552567567568
6728176335.jpg,0.6693067226889999
7641363622.jpg,0.6608333333330001
7533737270.jpg,0.8123125
4862383971.jpg,0.657547169811
5888106239.jpg,0.7333482142859999
8679754087.jpg,0.550833333333
11436508006.jpg,0.6514375
9429089796.jpg,0.7353125
5711022887.jpg,0.6312608695649999
7893560424.jpg,0.578965517241
2415583702.jpg,0.293156779661
6127342377.jpg,0.35147826087
5803914327.jpg,0.43290540540499994
6748287295.jpg,0.663653846154
8714823724.jpg,0.7131081081080001
10692667386.jpg,0.719033018868
2292384520.jpg,0.669236111111
9919248523.jpg,0.6835
5275524338.jpg,0.748680555556
9544478990.jpg,0.778326086957
7445548804.jpg,0.549655963303
6075825527.jpg,0.623088235294
4252888669.jpg,0.7487155963300001
5768167934.jpg,0.83641025641
8406491085.jpg,0.72625
8451928629.jpg,0.737941176471
9683345746.jpg,0.595460526316
5444850191.jpg,0.67233490566
10027582235.jpg,0.771377118644
6001444866.jpg,0.291470588235
430051470.jpg,0.622857142857
5593028853.jpg,0.618341121495
398551269.jpg,0.487905405405
9941134286.jpg,0.659048672566
6326886913.jpg,0.41061440677999994
5958950790.jpg,0.333067226891
5585956743.jpg,0.624930555556
561215186.jpg,0.634955752212
6845848072.jpg,0.773125
8985551582.jpg,0.429673913043
2713735764.jpg,0.515683453237
3084860790.jpg,0.121850961538
8338842182.jpg,0.672920353982
8417199212.jpg,0.642008928571
4360193081.jpg,0.7282352941179999
5498204974.jpg,0.336886792453
6073381897.jpg,0.731346153846
3922421993.jpg,0.720416666667
10226277514.jpg,0.43216216216200004
2448776548.jpg,0.5675625
4302524395.jpg,0.425306122449
6469192803.jpg,0.320848214286
8253280616.jpg,0.617570093458
496162577.jpg,0.453163716814
5142391146.jpg,0.484894957983
5588234773.jpg,0.253644859813
6793966090.jpg,0.6315
9258059092.jpg,0.7104617834389999
4689159899.jpg,0.272697368421
8259404043.jpg,0.7465
4187182991.jpg,0.469343220339
5403603296.jpg,0.7441743119269999
4548596684.jpg,0.570707964602
4689181626.jpg,0.497791262136
5673447503.jpg,0.598853211009
8347284037.jpg,0.579809322034
11522984926.jpg,0.443826530612
8860399629.jpg,0.426730769231
6050570749.jpg,0.455909090909
5174677992.jpg,0.478456521739
6306859998.jpg,0.723625
9433458685.jpg,0.7025840336129999
3482375790.jpg,0.6204999999999999
4940996206.jpg,0.690067567568
5794758875.jpg,0.495508849558
9353536560.jpg,0.595614754098
6652263581.jpg,0.495987394958
6703759327.jpg,0.667642857143
5824082232.jpg,0.48025
3847022878.jpg,0.66475
9505522131.jpg,0.665769230769
7914714726.jpg,0.769717391304
8492640738.jpg,0.538970588235
6630214003.jpg,0.727972972973
9401118786.jpg,0.525986842105
7861079240.jpg,0.7056567796609999
7089392359.jpg,0.7183108108109999
4018879156.jpg,0.382867647059
10213881683.jpg,0.371232142857
7051563883.jpg,0.5788913043480001
1296759644.jpg,0.321320754717
414892775.jpg,0.611071428571
1240561841.jpg,0.745508474576
7196174704.jpg,0.561322115385
5592040758.jpg,0.691673728814
8321981131.jpg,0.596261061947
7841962592.jpg,0.690442477876
9049275396.jpg,0.688
4157689684.jpg,0.471415929204
3106852276.jpg,0.724481132075
8020716606.jpg,0.7327564102559999
5960283649.jpg,0.43762500000000004
9680493700.jpg,0.220995575221
5828251146.jpg,0.561322115385
4952399474.jpg,0.598260869565
4107362083.jpg,0.8075
9036022986.jpg,0.6845588235290001
8393175128.jpg,0.689324324324
5681785926.jpg,0.61988317757
5683735781.jpg,0.6098728813559999
4130373740.jpg,0.559742990654
2951329736.jpg,0.740818584071
7520058110.jpg,0.6495642201830001
8710250301.jpg,0.701003184713
1565882132.jpg,0.43587837837800003
9365989820.jpg,0.552476415094
7640299878.jpg,0.6856081081080001
10265809113.jpg,0.7377678571430001
7222733996.jpg,0.769
5999140032.jpg,0.437920560748
2431828879.jpg,0.544516806723
4529654985.jpg,0.321822033898
457397602.jpg,0.47360619469
5926348208.jpg,0.591183035714
6343064519.jpg,0.776180555556
8387487827.jpg,0.650588235294
7555880012.jpg,0.475796460177
7668828488.jpg,0.70675
5129172.jpg,0.185399159664
3093435000.jpg,0.7344747899159999
136287514.jpg,0.2279375
3840546727.jpg,0.528571428571
3577744786.jpg,0.270526315789
6337822588.jpg,0.47910583941600005
4685744038.jpg,0.753199152542
5158869275.jpg,0.5097292993629999
8242811234.jpg,0.663944954128
4178406108.jpg,0.322125
6366586615.jpg,0.38693965517199996
3052939128.jpg,0.731875
9733980007.jpg,0.43649553571399996
7744113492.jpg,0.521205357143
5511925995.jpg,0.731525423729
468764619.jpg,0.586065217391
6711319143.jpg,0.745625
9324654543.jpg,0.61456
6930075142.jpg,0.512208737864
3120415423.jpg,0.604545454545
7946380974.jpg,0.6799305555559999
34713269.jpg,0.34
1289162225.jpg,0.621470588235
5891437045.jpg,0.618055555556
7613152858.jpg,0.739241071429
3609983548.jpg,0.626148648649
2656455723.jpg,0.480818965517
1494601659.jpg,0.31048165137600003
8620919369.jpg,0.42073214285699995
9249869281.jpg,0.195817757009
8356375190.jpg,0.78631147541
7780172596.jpg,0.738082524272
8325420861.jpg,0.685894495413
7705365342.jpg,0.6165277777779999
4819847439.jpg,0.285743243243
3962244093.jpg,0.6707710280370001
9538674147.jpg,0.45655963302799996
6158806771.jpg,0.168008474576
629401204.jpg,0.437058823529
2376113642.jpg,0.316959459459
8353492181.jpg,0.299449152542
7297259404.jpg,0.6417567567570001
304760277.jpg,0.742660550459
10856757.jpg,0.322954545455
5651460875.jpg,0.6965178571430001
4127400247.jpg,0.470721830986
2138715193.jpg,0.53425
4244935320.jpg,0.641575630252
10258169584.jpg,0.572302631579
3378003631.jpg,0.631129807692
1392405539.jpg,0.607524271845
6530075543.jpg,0.812640186916
3505262206.jpg,0.504269911504
5316693478.jpg,0.583157894737
4026925102.jpg,0.6582142857140001
2142428164.jpg,0.740088495575
6746049049.jpg,0.620777310924
5053500577.jpg,0.651584821429
6537249483.jpg,0.753217391304
7393631040.jpg,0.7574358974359999
4696097531.jpg,0.643567961165
5036262446.jpg,0.6823364485979999
9344542617.jpg,0.309237288136
7328195954.jpg,0.7216521739130001
7013076503.jpg,0.64375
8380369304.jpg,0.36924999999999997
4265877256.jpg,0.502268211921
3649082846.jpg,0.5325
5197644731.jpg,0.56570754717
5014526130.jpg,0.6991541353380001
6696763655.jpg,0.474799107143
9758297555.jpg,0.5420871559630001
9264744599.jpg,0.641526548673
5895477446.jpg,0.75775
4743492963.jpg,0.40887614678900003
4299510764.jpg,0.678761061947
9439902792.jpg,0.7595714285709999
6927744497.jpg,0.8184999999999999
5076506.jpg,0.733088235294
4376675146.jpg,0.386169724771
7569119428.jpg,0.6858124999999999
3965556653.jpg,0.5725
5720139957.jpg,0.543014705882
6272882973.jpg,0.538846153846
6102774302.jpg,0.581260504202
6800703361.jpg,0.7053571428569999
5561303733.jpg,0.348561320755
11054955216.jpg,0.3675
7999779242.jpg,0.69475
7924366.jpg,0.104978991597
5153880006.jpg,0.7493571428570001
5107763844.jpg,0.653823529412
8088110789.jpg,0.78796728972
7166012405.jpg,0.584527027027
9710495757.jpg,0.8072429906540001
7173197243.jpg,0.753886554622
435823507.jpg,0.680760869565
8159044184.jpg,0.633092105263
3261536707.jpg,0.318663793103
6437207759.jpg,0.745133928571
6256829619.jpg,0.786507633588
2780719978.jpg,0.599842519685
6183915148.jpg,0.360067567568
2489209226.jpg,0.548805309735
10787038944.jpg,0.604978813559
23371433.jpg,0.435192307692
8539554428.jpg,0.704314159292
5298580335.jpg,0.471074766355
10631219374.jpg,0.7171428571430001
1316239068.jpg,0.616165254237
8136167992.jpg,0.632219626168
18238731.jpg,0.211666666667
7505379000.jpg,0.550128205128
7748906306.jpg,0.70238317757
381148704.jpg,0.574430693069
6251689254.jpg,0.44425
9362014571.jpg,0.454782608696
8207139364.jpg,0.461857798165
7570426860.jpg,0.730127118644
10866561184.jpg,0.773304347826
7365538478.jpg,0.750290178571
9016164225.jpg,0.695826086957
5436025882.jpg,0.650256410256
6617738113.jpg,0.50630952381
8529705971.jpg,0.757610619469
5235250770.jpg,0.6589508928569999
5564762599.jpg,0.77732300885
5966778623.jpg,0.3625
9249859612.jpg,0.6790825688069999
298392087.jpg,0.642242990654
7004286982.jpg,0.7771169354840001
4167140049.jpg,0.601123853211
9175070760.jpg,0.594932432432
10186832194.jpg,0.575818584071
8021353022.jpg,0.749553571429
3158018696.jpg,0.345546218487
6305573914.jpg,0.537715517241
8623527706.jpg,0.540961538462
6052980564.jpg,0.6873319327730001
4345842908.jpg,0.5727678571429999
7163375274.jpg,0.701674107143
6194607609.jpg,0.7614375
5447010296.jpg,0.568276699029
8428991513.jpg,0.311551724138
7485150056.jpg,0.619
10009096245.jpg,0.7724375000000001
3680743288.jpg,0.346292372881
7823939538.jpg,0.748913043478
10689722684.jpg,0.7614375
324220404.jpg,0.626100917431
4222055381.jpg,0.570694444444
5195745450.jpg,0.564036697248
7605930400.jpg,0.736933962264
5939994525.jpg,0.421776315789
5481249377.jpg,0.362878151261
8072879274.jpg,0.712345132743
8481265200.jpg,0.703970588235
2908299910.jpg,0.47702173913
10344523015.jpg,0.525263157895
6016351794.jpg,0.704258474576
4357293162.jpg,0.714745762712
7977665407.jpg,0.27760504201700004
4360105019.jpg,0.294652317881
4733042196.jpg,0.736282051282
7614530994.jpg,0.794486607143
3141860810.jpg,0.72671875
4374263037.jpg,0.616964285714
9102604497.jpg,0.418608490566
4178645830.jpg,0.691673728814
8471068172.jpg,0.607243589744
2726553628.jpg,0.644891304348
4693844054.jpg,0.561527777778
7355344734.jpg,0.762899159664
3020768905.jpg,0.6901377952759999
5866763424.jpg,0.7332056451610001
5068225832.jpg,0.5450367647059999
10783395635.jpg,0.7199159663870001
7144832397.jpg,0.686351351351
8627391076.jpg,0.7279950495049999
8429377035.jpg,0.542754237288
8177148898.jpg,0.616
6480739257.jpg,0.4946875
4163479239.jpg,0.42903465346499997
4996581735.jpg,0.786470588235
7665609968.jpg,0.693881578947
4889658118.jpg,0.7171428571430001
6926235386.jpg,0.6204999999999999
9724373732.jpg,0.658541666667
8585320404.jpg,0.6685398230090001
3861673008.jpg,0.327184466019
4047658369.jpg,0.648
7179446780.jpg,0.690220588235
8905578199.jpg,0.771482300885
2519235976.jpg,0.312766990291
9416795305.jpg,0.7431739130430001
3638870308.jpg,0.561285046729
3719984050.jpg,0.631399082569
8660939599.jpg,0.700841121495
9586652263.jpg,0.7495270270269999
3108925603.jpg,0.7153378378380001
3973001148.jpg,0.381596638655
8595244033.jpg,0.787638888889
7241141390.jpg,0.222045454545
8232391054.jpg,0.5975434782610001
6340836746.jpg,0.31398648648599997
8517575081.jpg,0.773991596639
9996001596.jpg,0.672190265487
5627315065.jpg,0.738397435897
5195283750.jpg,0.6691911764709999
6110951544.jpg,0.770022123894
7963365940.jpg,0.451703539823
2851510265.jpg,0.631399082569
9240392822.jpg,0.67525
4926447658.jpg,0.5996100917430001
8157117322.jpg,0.796305309735
4306124216.jpg,0.230982142857
5098219464.jpg,0.39060924369699995
87511338.jpg,0.32899999999999996
9669015372.jpg,0.64822
8650041199.jpg,0.745508474576
4253075090.jpg,0.721995798319
4894150529.jpg,0.7604326923079999
10362672006.jpg,0.758189655172
7249502132.jpg,0.6738551401869999
8639759293.jpg,0.7232500000000001
8391854291.jpg,0.49077586206900004
2325353113.jpg,0.145882352941
8121860471.jpg,0.66237394958
3112828024.jpg,0.636697247706
6214101646.jpg,0.603108108108
9814999.jpg,0.477962184874
3178679066.jpg,0.7951724137930001
8867729088.jpg,0.67
4537863241.jpg,0.601378504673
3618474326.jpg,0.6908108108109999
4313852687.jpg,0.703277310924
8451439208.jpg,0.669256756757
5889219072.jpg,0.683871681416
6264153932.jpg,0.406605504587
8872523602.jpg,0.684513888889
8116678978.jpg,0.785353982301
7561653238.jpg,0.714305555556
7342857520.jpg,0.5191216216219999
5921674068.jpg,0.627327586207
6815460393.jpg,0.579789719626
4047293612.jpg,0.68314159292
4617747913.jpg,0.48069196428600003
3071201670.jpg,0.49674999999999997
3312331811.jpg,0.189601769912
7194253160.jpg,0.762162162162
5189469288.jpg,0.32531779661000004
7975750167.jpg,0.71640625
5887175840.jpg,0.34445945945900003
10004473376.jpg,0.773836206897
8354332729.jpg,0.531052631579
11333447674.jpg,0.7699788135590001
10828147985.jpg,0.541184210526
9760551223.jpg,0.6963445378149999
45917867.jpg,0.230474137931
5573453953.jpg,0.559495412844
5551470289.jpg,0.5792499999999999
11118140253.jpg,0.7282352941179999
4367292033.jpg,0.588223684211
3162134277.jpg,0.274485294118
4822674187.jpg,0.556474358974
9588413178.jpg,0.736933962264
6918766149.jpg,0.55225
8731705218.jpg,0.73031512605
10335072144.jpg,0.621610576923
3011247965.jpg,0.552567567568
8732646741.jpg,0.543130252101
7557808298.jpg,0.757610619469
8544556866.jpg,0.65453125
3853359984.jpg,0.614471153846
8866395362.jpg,0.696691176471
6233367790.jpg,0.606422018349
9191266611.jpg,0.706586956522
3102411945.jpg,0.56275
8321029602.jpg,0.6120270270270001
5166736586.jpg,0.792692307692
11438612393.jpg,0.31995327102800003
2649433967.jpg,0.331160714286
4996914779.jpg,0.52525
4495630749.jpg,0.7635
6890677809.jpg,0.8005
2191619969.jpg,0.59575
268066639.jpg,0.541666666667
2298149104.jpg,0.6303066037739999
8737972385.jpg,0.6852777777779999
8611793668.jpg,0.6826923076920001
3051623040.jpg,0.48726635514
4428546636.jpg,0.533170731707
2806740564.jpg,0.7252455357140001
7924068268.jpg,0.7325862068969999
2333476039.jpg,0.209137931034
6513274589.jpg,0.596261061947
6489144861.jpg,0.669256756757
8530273249.jpg,0.578160377358
5628498882.jpg,0.69972972973
1063351510.jpg,0.47115384615399997
7369682094.jpg,0.607586956522
6929188980.jpg,0.708648648649
6561794905.jpg,0.653794642857
6617069623.jpg,0.336413043478
8266041849.jpg,0.681785714286
6725311751.jpg,0.5897297297299999
3898078585.jpg,0.199679487179
4297818651.jpg,0.4125
6160450342.jpg,0.374849137931
10745932825.jpg,0.648846153846
6884968602.jpg,0.362372881356
5848411050.jpg,0.7941216216220001
5422446412.jpg,0.785647321429
6940429128.jpg,0.40225
302681636.jpg,0.535762711864
5402777838.jpg,0.307297297297
2367261033.jpg,0.18317567567600002
3806051518.jpg,0.157591743119
3358754066.jpg,0.40743478260899996
2324511288.jpg,0.37139380531
9339023066.jpg,0.7202857142860001
1026198859.jpg,0.7027155172409999
8194417466.jpg,0.8082432432429999
5257312652.jpg,0.7894285714289999
5209744209.jpg,0.568511904762
5104334034.jpg,0.68375
8593005656.jpg,0.49984375
5122027937.jpg,0.673716216216
7176672187.jpg,0.5933928571429999
8512098446.jpg,0.5661875
5166185394.jpg,0.628
5885686436.jpg,0.711949152542
8412460969.jpg,0.383421052632
7250719968.jpg,0.764514563107
8320909145.jpg,0.604908256881
4890086996.jpg,0.599911504425
4582906874.jpg,0.5485
3850577376.jpg,0.44043478260900004
4837286609.jpg,0.768857758621
8044706176.jpg,0.390769230769
7054855385.jpg,0.38640625
8343118972.jpg,0.743581081081
4263025475.jpg,0.7227702702700001
7994058325.jpg,0.508855140187
8064104833.jpg,0.668526785714
7911339166.jpg,0.722629310345
10017119924.jpg,0.662243589744
5037503230.jpg,0.619390756303
9477685137.jpg,0.661160714286
3311728409.jpg,0.754615384615
9737673243.jpg,0.580291262136
6253185409.jpg,0.47098684210499997
11404463006.jpg,0.541504424779
5064176245.jpg,0.751756756757
4551121129.jpg,0.809173913043
8484679828.jpg,0.6892499999999999
5899300375.jpg,0.39925
6265723593.jpg,0.726216814159
7376214050.jpg,0.38163551401900003
5362095529.jpg,0.753986486486
9249272493.jpg,0.761108695652
7883125264.jpg,0.454410377358
4597162839.jpg,0.747297297297
3456840631.jpg,0.7682142857140001
8090282985.jpg,0.448125
9648319367.jpg,0.6999264705880001
8218739759.jpg,0.710684931507
9324716054.jpg,0.744642857143
8468581524.jpg,0.613783185841
8771756230.jpg,0.221725663717
8732282616.jpg,0.6684134615380001
5153889058.jpg,0.6530769230769999
4195621541.jpg,0.554210526316
5789601551.jpg,0.535663716814
7169652147.jpg,0.649189189189
9346372358.jpg,0.748080357143
149867784.jpg,0.728928571429
5113314470.jpg,0.5575
2293775114.jpg,0.436483050847
5103528737.jpg,0.33189732142899997
3305968848.jpg,0.237064220183
10082923485.jpg,0.532260869565
5269333343.jpg,0.7915000000000001
5884745280.jpg,0.456084070796
5091924028.jpg,0.25830882352900003
7217797182.jpg,0.633419811321
4681329966.jpg,0.725
6766779583.jpg,0.664260869565
3243513416.jpg,0.550195652174
6011182310.jpg,0.304955752212
6310649828.jpg,0.187522321429
2322493147.jpg,0.680951327434
11410644126.jpg,0.636282608696
5457535055.jpg,0.643986486486
5062330348.jpg,0.682195652174
8179614383.jpg,0.5769230769229999
9290273110.jpg,0.47921875
5602088551.jpg,0.672115384615
9712984770.jpg,0.594491525424
8096129179.jpg,0.733577981651
7553660370.jpg,0.566701680672
8607324496.jpg,0.503398058252
8658742127.jpg,0.742543103448
10516786036.jpg,0.7394375
450789020.jpg,0.496824324324
4699352200.jpg,0.719345794393
3467784087.jpg,0.6992499999999999
7903006270.jpg,0.76012605042
2529798721.jpg,0.442942477876
4922576334.jpg,0.6846017699120001
9438332547.jpg,0.786217391304
2953741163.jpg,0.45186440677999995
11554709013.jpg,0.6877336448600001
10115071674.jpg,0.72775
6216628901.jpg,0.8184999999999999
9018209858.jpg,0.434487179487
5385761239.jpg,0.489862385321
7756578200.jpg,0.183030973451
5121622263.jpg,0.716144067797
434815119.jpg,0.22952173912999999
3416752031.jpg,0.685331858407
10372323314.jpg,0.653361344538
8601680123.jpg,0.5325
6237039351.jpg,0.73304245283
6688716327.jpg,0.7555841121500001
9253116202.jpg,0.744716981132
6938775083.jpg,0.500619469027
3994759280.jpg,0.6646028037380001
5247748944.jpg,0.5188655462180001
3462395913.jpg,0.49542410714299995
6046933267.jpg,0.7708333333330001
5212639990.jpg,0.604908256881
5199036142.jpg,0.3104375
6748739885.jpg,0.471029411765
11302087114.jpg,0.655441176471
3273769271.jpg,0.701959459459
562942809.jpg,0.21202755905499998
8528934790.jpg,0.727894736842
143899204.jpg,0.448625
2848415190.jpg,0.726486486486
4615199637.jpg,0.351565420561
